stage,method,geometry,family,mask,pooling,classifier,dim,oof_acc,oof_n,cv_acc,cv_std,cv_f1,cv_folds,epoch_budget,fold_epochs,test_ensemble_acc,test_ensemble_f1,test_refit_acc,test_refit_f1,refit_unreliable,test_n,test_single_acc,test_single_f1,test_ensemble_correct,test_ensemble_ci,test_refit_correct,test_refit_ci
probe,sam2_hiera,g32_t5,frozen,masked,avg,linear,1680,86.79950186799502,1606,86.79921054159169,1.745448504369079,0.8668006487346052,"[87.26708074534162, 84.42367601246106, 88.78504672897196, 85.66978193146417, 87.85046728971963]",4,"[9, 3, 4, 3, 9]",91.62011173184358,0.9167452927671502,88.26815642458101,0.883759831865053,False,179,89.94413407821229,0.8997223631967042,164,"[86.6,94.9]",158,"[82.7,92.2]"
probe,sam2_hiera,g32_t5,frozen,masked,avg,mlp,1680,87.67123287671232,1606,87.67109769547803,1.3875792735414925,0.87585982064386,"[87.88819875776397, 85.35825545171339, 88.1619937694704, 89.09657320872275, 87.85046728971963]",6,"[6, 8, 5, 3, 6]",92.73743016759776,0.9273105512278192,93.29608938547486,0.9328029012769347,False,179,89.94413407821229,0.8996668072955745,166,"[88.0,95.7]",167,"[88.6,96.1]"
probe,sam2_hiera,g32_t5,frozen,masked,max,linear,1680,86.98630136986301,1606,86.98515895590255,1.649229642953825,0.8687129742446553,"[88.81987577639751, 85.35825545171339, 88.47352024922118, 85.35825545171339, 86.91588785046729]",10,"[22, 10, 6, 20, 10]",91.62011173184358,0.9165014532689055,89.94413407821229,0.8996541395491608,False,179,91.06145251396647,0.9104133226324238,164,"[86.6,94.9]",161,"[84.7,93.5]"
probe,sam2_hiera,g32_t5,frozen,masked,max,mlp,1680,86.42590286425903,1606,86.42518527118284,1.2854644383001748,0.8620883784148521,"[87.5776397515528, 84.73520249221184, 85.98130841121495, 85.98130841121495, 87.85046728971963]",5,"[5, 8, 2, 4, 6]",91.06145251396647,0.9105327035822304,89.94413407821229,0.8991497199872894,False,179,91.62011173184358,0.9163220296918009,163,"[86.0,94.4]",161,"[84.7,93.5]"
probe,sam2_hiera,g32_t5,frozen,masked,avg+max,linear,3360,87.92029887920299,1606,87.91935140573905,1.587124108950083,0.8783887639986563,"[89.44099378881988, 86.29283489096574, 86.6043613707165, 87.53894080996885, 89.7196261682243]",10,"[10, 3, 4, 13, 14]",92.17877094972067,0.9216057211301345,91.62011173184358,0.9164431611444953,False,179,91.06145251396647,0.9100482454161214,165,"[87.3,95.3]",164,"[86.6,94.9]"
probe,sam2_hiera,g32_t5,frozen,masked,avg+max,mlp,3360,88.85429638854296,1606,88.8539308449914,0.9750958419087801,0.8876484614936739,"[89.44099378881988, 87.22741433021807, 89.7196261682243, 88.78504672897196, 89.09657320872275]",4,"[8, 17, 3, 4, 3]",93.29608938547486,0.9331853730712323,94.41340782122904,0.9444143504477265,False,179,91.62011173184358,0.9164359374780173,167,"[88.6,96.1]",169,"[90.0,96.9]"
probe,sam2_hiera,g32_t5,frozen,nomask,avg,linear,1680,83.12577833125778,1606,83.12416555407209,2.388613837502606,0.8294239346523995,"[85.71428571428571, 81.93146417445483, 80.06230529595015, 85.35825545171339, 82.55451713395638]",9,"[9, 14, 2, 17, 5]",87.15083798882681,0.8716861081654295,87.15083798882681,0.8717859758902056,False,179,89.3854748603352,0.894838535399888,156,"[81.5,91.3]",156,"[81.5,91.3]"
probe,sam2_hiera,g32_t5,frozen,nomask,avg,mlp,1680,83.74844333748443,1606,83.7456705559103,2.6071746492151195,0.8360574255460088,"[88.19875776397515, 82.86604361370716, 83.17757009345794, 83.17757009345794, 81.30841121495327]",5,"[5, 10, 3, 9, 4]",88.8268156424581,0.8882399487243527,87.15083798882681,0.872002173536999,False,179,84.91620111731844,0.8506396973043068,159,"[83.4,92.6]",156,"[81.5,91.3]"
probe,sam2_hiera,g32_t5,frozen,nomask,max,linear,1680,82.68991282689913,1606,82.68822197712892,2.201324245730245,0.8245676993776445,"[85.40372670807453, 79.43925233644859, 82.55451713395638, 83.8006230529595, 82.2429906542056]",6,"[5, 6, 3, 14, 8]",87.70949720670392,0.8769006168743799,88.8268156424581,0.8880908662238585,False,179,87.15083798882681,0.8711534904375984,157,"[82.1,91.7]",159,"[83.4,92.6]"
probe,sam2_hiera,g32_t5,frozen,nomask,max,mlp,1680,82.12951432129513,1606,82.12766780828545,4.492953492717454,0.8198468267265735,"[85.09316770186336, 75.38940809968847, 80.37383177570094, 86.91588785046729, 82.86604361370716]",2,"[2, 6, 2, 2, 3]",89.3854748603352,0.8935889265105276,89.3854748603352,0.8923083104752899,True,179,89.94413407821229,0.8994448815455897,160,"[84.0,93.1]",160,"[84.0,93.1]"
probe,sam2_hiera,g32_t5,frozen,nomask,avg+max,linear,3360,83.00124533001245,1606,83.00013544629556,1.6552207882957501,0.8280569006651707,"[84.78260869565217, 80.68535825545172, 81.93146417445483, 83.8006230529595, 83.8006230529595]",2,"[1, 3, 2, 2, 5]",86.59217877094973,0.8662880662138456,86.59217877094973,0.8660555012247079,True,179,89.3854748603352,0.8933012975576174,155,"[80.8,90.8]",155,"[80.8,90.8]"
probe,sam2_hiera,g32_t5,frozen,nomask,avg+max,mlp,3360,84.55790784557908,1606,84.55563940326232,2.267674353204519,0.8446122401422,"[88.19875776397515, 84.42367601246106, 83.17757009345794, 84.73520249221184, 82.2429906542056]",5,"[5, 6, 3, 9, 4]",89.94413407821229,0.8997334719841112,87.15083798882681,0.8701510820743161,False,179,86.03351955307262,0.8608178053830228,161,"[84.7,93.5]",156,"[81.5,91.3]"
probe,convnextv2_b,g32_t5,frozen,masked,avg,linear,1920,87.17310087173101,1606,87.1728488225847,1.75612592575658,0.8705490971096367,"[87.5776397515528, 84.42367601246106, 88.47352024922118, 88.78504672897196, 86.6043613707165]",11,"[11, 6, 16, 19, 2]",92.73743016759776,0.9281336885656215,91.06145251396647,0.9111634670306172,False,179,90.5027932960894,0.9068705649686832,166,"[88.0,95.7]",163,"[86.0,94.4]"
probe,convnextv2_b,g32_t5,frozen,masked,avg,mlp,1920,87.733499377335,1606,87.73224202318066,2.523750036388333,0.8765423810304824,"[89.75155279503106, 83.8006230529595, 86.6043613707165, 89.40809968847351, 89.09657320872275]",8,"[10, 6, 17, 8, 4]",94.41340782122904,0.9442397049165474,93.29608938547486,0.9328029012769347,False,179,92.17877094972067,0.9221096700318872,169,"[90.0,96.9]",167,"[88.6,96.1]"
probe,convnextv2_b,g32_t5,frozen,masked,max,linear,1920,84.18430884184309,1606,84.18335558522475,2.332227521959975,0.8416087877631011,"[85.71428571428571, 80.37383177570094, 85.66978193146417, 85.66978193146417, 83.48909657320873]",7,"[12, 7, 4, 15, 6]",91.06145251396647,0.9105884352976177,91.62011173184358,0.9160807830162669,False,179,89.94413407821229,0.8995302730297781,163,"[86.0,94.4]",164,"[86.6,94.9]"
probe,convnextv2_b,g32_t5,frozen,masked,max,mlp,1920,83.93524283935243,1606,83.93490838025579,1.539742937604947,0.8390692182741096,"[84.472049689441, 81.30841121495327, 84.42367601246106, 85.35825545171339, 84.11214953271028]",4,"[13, 8, 3, 4, 3]",89.94413407821229,0.899448776181982,91.62011173184358,0.9157608695652174,False,179,89.94413407821229,0.9000611230874388,161,"[84.7,93.5]",164,"[86.6,94.9]"
probe,convnextv2_b,g32_t5,frozen,masked,avg+max,linear,3840,86.98630136986301,1606,86.9855459453184,1.854224056871992,0.8691815006526508,"[88.19875776397515, 84.11214953271028, 88.78504672897196, 87.53894080996885, 86.29283489096574]",4,"[14, 3, 6, 4, 1]",93.85474860335195,0.9386917343906591,94.97206703910615,0.9488166199158485,False,179,91.62011173184358,0.9166169939223936,168,"[89.3,96.5]",170,"[90.7,97.3]"
probe,convnextv2_b,g32_t5,frozen,masked,avg+max,mlp,3840,86.4881693648817,1606,86.48768406184091,2.2776833620212042,0.8642804526625649,"[87.26708074534162, 82.55451713395638, 87.85046728971963, 88.1619937694704, 86.6043613707165]",6,"[15, 8, 6, 4, 2]",93.85474860335195,0.938469445805663,92.73743016759776,0.927887827516128,False,179,90.5027932960894,0.9058783414472285,168,"[89.3,96.5]",166,"[88.0,95.7]"
probe,convnextv2_b,g32_t5,frozen,nomask,avg,linear,1920,83.43711083437111,1606,83.43723999148622,2.9163694791824715,0.833312533081755,"[83.22981366459628, 78.50467289719626, 84.42367601246106, 85.66978193146417, 85.35825545171339]",4,"[7, 1, 3, 4, 9]",89.3854748603352,0.8939986563838181,87.70949720670392,0.8771756136799583,False,179,87.15083798882681,0.8720193916260219,160,"[84.0,93.1]",157,"[82.1,91.7]"
probe,convnextv2_b,g32_t5,frozen,nomask,avg,mlp,1920,85.24283935242839,1606,85.24215862696155,1.462384819996503,0.8507354283461728,"[86.33540372670807, 84.73520249221184, 83.17757009345794, 86.91588785046729, 85.04672897196261]",5,"[5, 10, 3, 6, 4]",89.94413407821229,0.8994652040565306,90.5027932960894,0.9052052060509452,False,179,90.5027932960894,0.9055406510183783,161,"[84.7,93.5]",162,"[85.3,94.0]"
probe,convnextv2_b,g32_t5,frozen,nomask,max,linear,1920,80.75965130759651,1606,80.75830576033745,1.9773118545858985,0.8070065638655647,"[82.91925465838509, 80.06230529595015, 82.2429906542056, 80.68535825545172, 77.88161993769471]",4,"[5, 13, 4, 4, 2]",85.47486033519553,0.8549565506171474,84.35754189944134,0.8434477756286267,False,179,84.91620111731844,0.8489822796934865,153,"[79.6,89.9]",151,"[78.3,89.0]"
probe,convnextv2_b,g32_t5,frozen,nomask,max,mlp,1920,81.56911581569116,1606,81.56866159710532,0.788167387974751,0.8155975640485472,"[82.29813664596274, 81.61993769470405, 81.30841121495327, 82.2429906542056, 80.37383177570094]",4,"[9, 4, 5, 2, 2]",88.26815642458101,0.8829327555415327,88.8268156424581,0.8884948223019168,False,179,87.70949720670392,0.877573575849438,158,"[82.7,92.2]",159,"[83.4,92.6]"
probe,convnextv2_b,g32_t5,frozen,nomask,avg+max,linear,3840,83.49937733499377,1606,83.4987713086047,1.255329632348708,0.8340384897014065,"[84.472049689441, 82.86604361370716, 81.93146417445483, 85.04672897196261, 83.17757009345794]",3,"[2, 8, 3, 3, 3]",88.8268156424581,0.8889439678656912,88.26815642458101,0.8826095947063689,True,179,88.8268156424581,0.8887723431517324,159,"[83.4,92.6]",158,"[82.7,92.2]"
probe,convnextv2_b,g32_t5,frozen,nomask,avg+max,mlp,3840,84.49564134495643,1606,84.49507555968344,2.6781967673616514,0.8441774197332327,"[85.40372670807453, 81.30841121495327, 84.11214953271028, 88.47352024922118, 83.17757009345794]",6,"[6, 6, 4, 6, 2]",89.94413407821229,0.8996997626029885,87.15083798882681,0.871977943639616,False,179,89.3854748603352,0.894323418516967,161,"[84.7,93.5]",156,"[81.5,91.3]"
probe,resnet50,g32_t5,frozen,masked,avg,linear,3904,86.55043586550435,1606,86.54998935779108,1.5370384604854161,0.8640863763158944,"[87.26708074534162, 84.73520249221184, 85.98130841121495, 88.78504672897196, 85.98130841121495]",2,"[2, 1, 4, 4, 1]",87.70949720670392,0.8759206470969056,89.94413407821229,0.8989048887999103,True,179,89.3854748603352,0.8931049129420379,157,"[82.1,91.7]",161,"[84.7,93.5]"
probe,resnet50,g32_t5,frozen,masked,avg,mlp,3904,87.29763387297635,1606,87.29803989860878,1.5593968883259202,0.8715089528636029,"[86.64596273291926, 85.98130841121495, 85.98130841121495, 89.40809968847351, 88.47352024922118]",3,"[13, 1, 3, 2, 4]",89.3854748603352,0.894190882368294,89.3854748603352,0.8922493699852272,True,179,89.3854748603352,0.8938620695716977,160,"[84.0,93.1]",160,"[84.0,93.1]"
probe,resnet50,g32_t5,frozen,masked,max,linear,3904,88.16936488169364,1606,88.17031404191096,0.9433501057051655,0.8805769341688876,"[86.64596273291926, 88.1619937694704, 88.1619937694704, 88.78504672897196, 89.09657320872275]",4,"[1, 7, 4, 5, 2]",91.06145251396647,0.9105980669396025,91.62011173184358,0.9174822098631898,False,179,92.73743016759776,0.9281664173652904,163,"[86.0,94.4]",164,"[86.6,94.9]"
probe,resnet50,g32_t5,frozen,masked,max,mlp,3904,87.85803237858032,1606,87.85743309920474,1.4501951390803818,0.8776787198909212,"[88.81987577639751, 85.98130841121495, 86.6043613707165, 89.09657320872275, 88.78504672897196]",6,"[5, 8, 6, 8, 3]",90.5027932960894,0.9061636273508382,94.41340782122904,0.9441468063402179,False,179,92.17877094972067,0.9221685571205536,162,"[85.3,94.0]",169,"[90.0,96.9]"
probe,resnet50,g32_t5,frozen,masked,avg+max,linear,7808,88.16936488169364,1606,88.16973355778718,1.298690440146414,0.8801789622077537,"[87.5776397515528, 90.34267912772586, 86.91588785046729, 88.1619937694704, 87.85046728971963]",4,"[1, 5, 4, 5, 1]",89.94413407821229,0.9004017949143256,89.94413407821229,0.8994416144200627,False,179,87.70949720670392,0.8776679204542892,161,"[84.7,93.5]",161,"[84.7,93.5]"
probe,resnet50,g32_t5,frozen,masked,avg+max,mlp,7808,88.16936488169364,1606,88.16934656837135,1.0565656229010956,0.8804639436642836,"[88.19875776397515, 87.53894080996885, 88.47352024922118, 89.7196261682243, 86.91588785046729]",5,"[5, 8, 3, 8, 1]",92.17877094972067,0.9220897051005411,90.5027932960894,0.9054301318398442,False,179,91.62011173184358,0.9173177984289204,165,"[87.3,95.3]",162,"[85.3,94.0]"
probe,resnet50,g32_t5,frozen,nomask,avg,linear,3904,84.37110834371109,1606,84.37085195719897,0.8121188651030128,0.8424575789173911,"[84.78260869565217, 85.35825545171339, 84.11214953271028, 84.42367601246106, 83.17757009345794]",6,"[9, 6, 3, 7, 3]",87.70949720670392,0.878421520182111,88.26815642458101,0.8835236513960423,False,179,87.15083798882681,0.8714711718254127,157,"[82.1,91.7]",158,"[82.7,92.2]"
probe,resnet50,g32_t5,frozen,nomask,avg,mlp,3904,84.93150684931507,1606,84.93005166308701,1.7560358474153002,0.8483146169370428,"[87.26708074534162, 82.55451713395638, 85.66978193146417, 84.11214953271028, 85.04672897196261]",5,"[5, 6, 3, 7, 3]",89.3854748603352,0.8947399788582846,88.8268156424581,0.8884861546499477,False,179,88.8268156424581,0.8884496236502903,160,"[84.0,93.1]",159,"[83.4,92.6]"
probe,resnet50,g32_t5,frozen,nomask,max,linear,3904,84.30884184308842,1606,84.3083531665409,1.0784093867825966,0.8421114774614317,"[85.09316770186336, 82.86604361370716, 84.73520249221184, 85.35825545171339, 83.48909657320873]",5,"[6, 9, 5, 5, 3]",87.15083798882681,0.8722551010800704,87.15083798882681,0.8719966360298025,False,179,90.5027932960894,0.9056664401638821,156,"[81.5,91.3]",156,"[81.5,91.3]"
probe,resnet50,g32_t5,frozen,nomask,max,mlp,3904,85.67870485678705,1606,85.67674774094928,2.1371149309154185,0.8561310863869617,"[88.81987577639751, 82.86604361370716, 85.98130841121495, 85.04672897196261, 85.66978193146417]",5,"[5, 8, 6, 4, 3]",88.8268156424581,0.8896995761360422,88.26815642458101,0.883785726066775,False,179,87.15083798882681,0.8718829923273658,159,"[83.4,92.6]",158,"[82.7,92.2]"
probe,resnet50,g32_t5,frozen,nomask,avg+max,linear,7808,85.7409713574097,1606,85.73982701573112,2.079619153964085,0.8562585422519928,"[87.5776397515528, 85.66978193146417, 86.91588785046729, 86.29283489096574, 82.2429906542056]",4,"[2, 6, 5, 4, 2]",89.94413407821229,0.9000591277944548,88.26815642458101,0.8841512660934011,False,179,89.94413407821229,0.90011218617671,161,"[84.7,93.5]",158,"[82.7,92.2]"
probe,resnet50,g32_t5,frozen,nomask,avg+max,mlp,7808,85.42963885429639,1606,85.42849403068826,1.5598892436344078,0.8530056806846108,"[87.26708074534162, 83.17757009345794, 86.29283489096574, 85.66978193146417, 84.73520249221184]",3,"[9, 15, 3, 3, 3]",87.15083798882681,0.8728348042626433,88.8268156424581,0.8883885438233264,True,179,90.5027932960894,0.9051004281620919,156,"[81.5,91.3]",159,"[83.4,92.6]"
probe,supvit_b16,g32_t5,frozen,masked,avg,linear,3840,86.73723536737235,1606,86.73671175093361,0.8511332724945926,0.8662415006061239,"[87.5776397515528, 87.22741433021807, 86.6043613707165, 85.35825545171339, 86.91588785046729]",3,"[7, 3, 1, 11, 1]",89.94413407821229,0.9006786168304919,91.06145251396647,0.9108819068439293,True,179,89.94413407821229,0.9001016932946249,161,"[84.7,93.5]",163,"[86.0,94.4]"
probe,supvit_b16,g32_t5,frozen,masked,avg,mlp,3840,87.42216687422167,1606,87.42303747992491,1.932531047120101,0.8734816354513623,"[86.0248447204969, 85.35825545171339, 87.53894080996885, 87.85046728971963, 90.34267912772586]",8,"[10, 8, 3, 8, 5]",92.17877094972067,0.9225157110375316,91.06145251396647,0.9119108875493284,False,179,91.06145251396647,0.9114563185041908,165,"[87.3,95.3]",163,"[86.0,94.4]"
probe,supvit_b16,g32_t5,frozen,masked,max,linear,3840,87.04856787048568,1606,87.04978618834775,1.4386799322780615,0.869962668494509,"[85.09316770186336, 86.6043613707165, 89.09657320872275, 87.22741433021807, 87.22741433021807]",8,"[10, 8, 7, 20, 2]",89.3854748603352,0.8957711996159178,91.06145251396647,0.9110416614278171,False,179,91.62011173184358,0.9166556126939422,160,"[84.0,93.1]",163,"[86.0,94.4]"
probe,supvit_b16,g32_t5,frozen,masked,max,mlp,3840,87.23536737235368,1606,87.23592809736654,1.3861621094066507,0.8718424498969606,"[86.33540372670807, 85.35825545171339, 88.78504672897196, 87.53894080996885, 88.1619937694704]",10,"[15, 10, 3, 20, 3]",91.06145251396647,0.9120123191164708,91.06145251396647,0.9122613079691393,False,179,92.17877094972067,0.9225986665536627,163,"[86.0,94.4]",163,"[86.0,94.4]"
probe,supvit_b16,g32_t5,frozen,masked,avg+max,linear,7680,88.04483188044831,1606,88.04570345001065,1.648337908844264,0.8799245913047413,"[86.64596273291926, 86.6043613707165, 88.1619937694704, 88.1619937694704, 90.65420560747664]",8,"[10, 6, 8, 20, 5]",90.5027932960894,0.9059329710144928,90.5027932960894,0.9059329710144928,False,179,89.94413407821229,0.900599175425879,162,"[85.3,94.0]",162,"[85.3,94.0]"
probe,supvit_b16,g32_t5,frozen,masked,avg+max,mlp,7680,88.04483188044831,1606,88.04454248176312,1.3356850129874747,0.8805350550317398,"[88.50931677018633, 85.98130841121495, 87.53894080996885, 88.78504672897196, 89.40809968847351]",8,"[6, 15, 8, 8, 3]",91.06145251396647,0.9113292303338993,90.5027932960894,0.9063451704946748,False,179,89.3854748603352,0.8954090802459933,163,"[86.0,94.4]",162,"[85.3,94.0]"
probe,supvit_b16,g32_t5,frozen,nomask,avg,linear,3840,85.11830635118307,1606,85.11754803506123,1.7052585527110244,0.8504791182733022,"[86.33540372670807, 84.73520249221184, 84.42367601246106, 82.86604361370716, 87.22741433021807]",4,"[6, 3, 4, 5, 4]",89.94413407821229,0.8997253108028909,90.5027932960894,0.9060372082607759,False,179,86.59217877094973,0.8659815522062333,161,"[84.7,93.5]",162,"[85.3,94.0]"
probe,supvit_b16,g32_t5,frozen,nomask,avg,mlp,3840,85.99003735990037,1606,85.98866121011591,1.6751850574550355,0.8591835319325363,"[88.19875776397515, 85.98130841121495, 86.29283489096574, 83.48909657320873, 85.98130841121495]",5,"[5, 19, 3, 7, 4]",91.06145251396647,0.9109759417269766,89.3854748603352,0.8944813401967092,False,179,89.94413407821229,0.8996835243070183,163,"[86.0,94.4]",160,"[84.0,93.1]"
probe,supvit_b16,g32_t5,frozen,nomask,max,linear,3840,84.62017434620175,1606,84.62084711983127,1.2464619855265726,0.8457421138818384,"[83.54037267080744, 83.17757009345794, 84.73520249221184, 85.98130841121495, 85.66978193146417]",5,"[5, 5, 5, 10, 1]",88.8268156424581,0.8890143697032241,89.3854748603352,0.8943304934125775,False,179,89.94413407821229,0.9002316363236262,159,"[83.4,92.6]",160,"[84.0,93.1]"
probe,supvit_b16,g32_t5,frozen,nomask,max,mlp,3840,85.67870485678705,1606,85.67887618273639,1.6016000086930815,0.8562567510851494,"[85.40372670807453, 84.42367601246106, 85.04672897196261, 85.04672897196261, 88.47352024922118]",5,"[4, 12, 1, 7, 5]",90.5027932960894,0.9054520358868184,88.26815642458101,0.8836429487169084,False,179,91.62011173184358,0.9168353362850516,162,"[85.3,94.0]",158,"[82.7,92.2]"
probe,supvit_b16,g32_t5,frozen,nomask,avg+max,linear,7680,85.42963885429639,1606,85.4288810201041,1.7884250165926712,0.8538233893381424,"[86.64596273291926, 83.17757009345794, 85.66978193146417, 84.11214953271028, 87.53894080996885]",4,"[2, 3, 4, 4, 4]",92.73743016759776,0.9280653038717555,91.06145251396647,0.911693974088232,False,179,89.94413407821229,0.900936443338029,166,"[88.0,95.7]",163,"[86.0,94.4]"
probe,supvit_b16,g32_t5,frozen,nomask,avg+max,mlp,7680,86.73723536737235,1606,86.73690524564152,1.2996706232997102,0.8670165345251395,"[87.26708074534162, 86.91588785046729, 85.04672897196261, 85.98130841121495, 88.47352024922118]",7,"[7, 10, 1, 12, 3]",92.17877094972067,0.9219908227972744,91.62011173184358,0.9176008479472335,False,179,88.8268156424581,0.8891976801604338,165,"[87.3,95.3]",164,"[86.6,94.9]"
